id,round,image_id,caption,question_id,question,answer_id,answer
1358,10,287071,a person in a red helmet and uniform is riding a motorcycle,8252,what color are the boots,33727,"black, red"
1359,1,157374,a large boat sits next to many smaller boats on a cloudy day,19251,what color is the big boar,33403,white
1359,2,157374,a large boat sits next to many smaller boats on a cloudy day,29790,can you see the sky,4754,yes
1359,3,157374,a large boat sits next to many smaller boats on a cloudy day,3253,is the water calm,27489,very calm
1359,4,157374,a large boat sits next to many smaller boats on a cloudy day,5501,is the water clear,4754,yes
1359,5,157374,a large boat sits next to many smaller boats on a cloudy day,4385,is the sky clear,26697,no cloudy
1359,6,157374,a large boat sits next to many smaller boats on a cloudy day,34059,any people,15736,no
1359,7,157374,a large boat sits next to many smaller boats on a cloudy day,20345,any animals,15736,no
1359,8,157374,a large boat sits next to many smaller boats on a cloudy day,18092,any writing on the big boat,15736,no
1359,9,157374,a large boat sits next to many smaller boats on a cloudy day,7440,any cars or trucks seen,15736,no
1359,10,157374,a large boat sits next to many smaller boats on a cloudy day,32554,any docks visible,15736,no
1360,1,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,40134,is the man on the escalator taking the video or photograph,29578,"he's just holding up a phone, so it's hard to tell"
1360,2,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,37856,can you see the gender of the other person across from him,4740,"no, he's pointing the phone at the camera that took this image"
1360,3,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,18418,how old does the man look,28265,about 35
1360,4,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,43809,is the camera a security camera,15736,no
1360,5,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,25747,is he in a store,8537,can't tell
1360,6,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,2711,does he have a wedding ring on,16590,i don't see 1
1360,7,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,13978,is he wearing long sleeves,13770,"yes, a shirt and jacket"
1360,8,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,24824,is the photograph in color,4754,yes
1360,9,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,31127,does the man have a hat on his head,15736,no
1360,10,187663,an escalator in a building shows a man taking a video or picture with a camera phone of someone across from him,17877,what color is the jacket,13846,black
1361,1,127673,2 men ride ocean waves together on separate surfboards,596,can you see the beach,4754,yes
1361,2,127673,2 men ride ocean waves together on separate surfboards,1870,is it sunny,15736,no
1361,3,127673,2 men ride ocean waves together on separate surfboards,37625,are the men smiling,8969,"i think so, 1 is looking backwards"
1361,4,127673,2 men ride ocean waves together on separate surfboards,41442,what color are the boards,33403,white
1361,5,127673,2 men ride ocean waves together on separate surfboards,42145,what are the men wearing,1262,a black shirt and shorts
1361,6,127673,2 men ride ocean waves together on separate surfboards,3253,is the water calm,15736,no
1361,7,127673,2 men ride ocean waves together on separate surfboards,29790,can you see the sky,15736,no
1361,8,127673,2 men ride ocean waves together on separate surfboards,33509,are the waves tall,28086,no there are medium size
1361,9,127673,2 men ride ocean waves together on separate surfboards,5523,are there other people,23828,"no, only 2 men"
1361,10,127673,2 men ride ocean waves together on separate surfboards,8087,how old are the men,20800,"they look young, about 25"
1362,1,30124,a line of parking meters on the side of the street,22049,is it day or night,32253,day
1362,2,30124,a line of parking meters on the side of the street,42524,are there vehicles parked at the meters,15736,no
1362,3,30124,a line of parking meters on the side of the street,30155,how is the weather,22015,looks sunny
1362,4,30124,a line of parking meters on the side of the street,39038,are there any vehicles driving,4133,i can't see any
1362,5,30124,a line of parking meters on the side of the street,33849,are there any buildings,16912,there a partial building barely visible
1362,6,30124,a line of parking meters on the side of the street,35482,are there any people in the pic,15736,no
1362,7,30124,a line of parking meters on the side of the street,36570,are there any trees,14949,no trees
1362,8,30124,a line of parking meters on the side of the street,8074,are there any traffics signs or signals,1909,there is a 2 way street sign
1362,9,30124,a line of parking meters on the side of the street,15987,is the street a 1 way,1352,i don't think so
1362,10,30124,a line of parking meters on the side of the street,5716,what color is the 2 way sign,8627,yellow
1363,1,255378,a kitchen with a wooden floor and stainless steel countertops,16611,is the floor wooden,4754,yes
1363,2,255378,a kitchen with a wooden floor and stainless steel countertops,4118,is the counter stainless,4754,yes
1363,3,255378,a kitchen with a wooden floor and stainless steel countertops,30513,is it a kitchen,4754,yes
1363,4,255378,a kitchen with a wooden floor and stainless steel countertops,34059,any people,15736,no
1363,5,255378,a kitchen with a wooden floor and stainless steel countertops,20345,any animals,15736,no
1363,6,255378,a kitchen with a wooden floor and stainless steel countertops,20186,any food,15736,no
1363,7,255378,a kitchen with a wooden floor and stainless steel countertops,4042,any fridge,15736,no
1363,8,255378,a kitchen with a wooden floor and stainless steel countertops,22844,any lighting,1914,it's on but i can't see it
1363,9,255378,a kitchen with a wooden floor and stainless steel countertops,27702,any chair,15736,no
1363,10,255378,a kitchen with a wooden floor and stainless steel countertops,30063,any mart,15736,no
1364,1,359630,a white and blue train is traveling down train tracks,44516,can you see people on the train,15736,no
1364,2,359630,a white and blue train is traveling down train tracks,1870,is it sunny,4141,"no, hazy"
1364,3,359630,a white and blue train is traveling down train tracks,3865,is there writing on the train,7782,0 seen
1364,4,359630,a white and blue train is traveling down train tracks,9340,"besides blue and white, what other colors is the train",3496,gray and black
1364,5,359630,a white and blue train is traveling down train tracks,28875,are there any signs,15736,no
1364,6,359630,a white and blue train is traveling down train tracks,1259,what color are the train tracks,8795,silver
1364,7,359630,a white and blue train is traveling down train tracks,38594,how many train cars are there,25595,only see 1
1364,8,359630,a white and blue train is traveling down train tracks,36199,do you see any trees,4754,yes
1364,9,359630,a white and blue train is traveling down train tracks,41015,do you see grass,4754,yes
1364,10,359630,a white and blue train is traveling down train tracks,40435,are there mountains nearby,15736,no
1365,1,385006,a sink with it's faucet running and hand soap,24955,is it a stainless steel sink,9827,"no, it looks like corian the faucet looks shiny stainless"
1365,2,385006,a sink with it's faucet running and hand soap,35403,what brand is the faucet,14496,"can't tell, it's fancy and square"
1365,3,385006,a sink with it's faucet running and hand soap,42293,what color is the soap,11594,"can't tell, pic is black and white"
1365,4,385006,a sink with it's faucet running and hand soap,6523,can you see a person,32559,no people
1365,5,385006,a sink with it's faucet running and hand soap,36550,is this in a home,11276,"no, i think a place of business"
1365,6,385006,a sink with it's faucet running and hand soap,34528,can you see any other objects,34278,"a tissue box on left, stack of towels on right"
1365,7,385006,a sink with it's faucet running and hand soap,25426,is this modern day,4754,yes
1365,8,385006,a sink with it's faucet running and hand soap,1154,what color are the towels,7869,white folded napkin towels
1365,9,385006,a sink with it's faucet running and hand soap,18533,what brand of tissues is it,24152,looks like a kleenex box
1365,10,385006,a sink with it's faucet running and hand soap,1168,does this look like a high-end restaurant,31131,very possibly
1366,1,434570,a guy is skateboarding in the dark at a skateboard park,21019,what color is the man,19651,he's white
1366,2,434570,a guy is skateboarding in the dark at a skateboard park,16074,what color is the man's hair,14883,black or brown
1366,3,434570,a guy is skateboarding in the dark at a skateboard park,39470,what color is the man wearing,2067,a red long sleeve shirt
